Volume (pixel^3),Surface (pixel^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (pixel),SD dist. to surf. (pixel),Median dist. to surf. (pixel),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
45,118,45,43,45,1.000,0.000,1,1,1,196.133,1.156,1.978,2.122,0.839,1.914,196.133,1.156,1.978,193,0,1,7,5,4
1715,1314,1715,748,406455,237.000,0.000,237,237,237,223.494,2.557,12.029,7.940,2.494,7.653,223.493,2.557,12.029,216,0,1,17,9,27
835,834,835,430,74315,89.000,0.000,89,89,89,240.268,2.891,6.257,5.956,1.692,5.955,240.268,2.891,6.257,233,0,1,18,9,13
746,698,746,370,97726,131.000,0.000,131,131,131,283.236,3.208,7.819,5.673,1.659,5.273,283.237,3.208,7.819,279,0,1,9,10,19
468,540,468,336,71136,152.000,0.000,152,152,152,301.034,1.190,7.959,5.181,1.823,5.283,301.034,1.190,7.959,293,0,1,16,4,14
241,318,241,167,36873,153.000,0.000,153,153,153,317.361,1.224,7.668,3.892,1.357,3.759,317.361,1.224,7.668,314,0,1,8,5,14
2435,1542,2435,928,511350,210.000,0.000,210,210,210,501.552,3.559,9.759,8.714,2.393,8.727,501.549,3.559,9.759,489,0,1,22,11,22
2298,1570,2298,781,303336,132.000,0.000,132,132,132,298.772,11.008,7.258,8.008,1.356,7.929,298.769,11.008,7.258,288,4,1,22,17,14
155,210,155,98,12710,82.000,0.000,82,82,82,81.877,7.761,3.974,2.986,0.529,2.995,81.877,7.761,3.974,79,5,1,6,6,8
12,40,12,12,24,2.000,0.000,2,2,2,193.000,6.500,1.500,1.112,0.326,1.225,193.000,6.500,1.500,192,6,1,3,3,3
1107,1042,1107,527,4428,4.000,0.000,4,4,4,385.037,17.233,4.603,7.301,2.679,7.020,385.037,17.233,4.603,378,7,1,15,20,16
3213,1992,3213,980,677943,211.000,0.000,211,211,211,187.448,23.308,8.638,9.358,2.256,9.110,187.450,23.308,8.638,180,11,1,17,25,20
2008,1380,2008,708,6024,3.000,0.000,3,3,3,458.673,18.125,7.333,7.839,1.664,7.933,458.673,18.125,7.333,447,11,1,21,15,18
1789,1528,1789,715,8945,5.000,0.000,5,5,5,310.964,23.885,5.050,7.424,1.593,7.467,310.964,23.885,5.050,299,14,1,23,19,14
5391,2764,5391,1519,32346,6.000,0.000,6,6,6,433.007,25.428,7.903,10.947,2.380,11.150,433.007,25.428,7.903,418,15,1,29,21,21
3901,2102,3901,1118,1057171,271.000,0.000,271,271,271,269.677,23.075,11.334,9.580,1.377,9.527,269.678,23.075,11.334,257,14,1,25,21,19
1127,1060,1127,542,9016,8.000,0.000,8,8,8,496.249,31.799,4.021,7.117,2.444,6.982,496.249,31.799,4.021,490,20,1,15,23,10
103,162,103,79,721,7.000,0.000,7,7,7,373.311,26.087,2.437,2.514,0.519,2.522,373.311,26.087,2.437,371,23,1,6,7,4
122,206,122,81,10126,83.000,0.000,83,83,83,322.795,32.762,3.098,2.782,0.625,2.718,322.795,32.762,3.098,320,29,1,7,8,6
182,276,182,122,1638,9.000,0.000,9,9,9,382.681,36.154,2.665,3.440,1.107,3.283,382.681,36.154,2.665,380,31,1,7,12,6
3126,1738,3126,902,665838,213.000,0.000,213,213,213,161.316,39.069,10.134,8.861,1.442,8.939,161.315,39.069,10.134,152,33,1,21,14,24
1101,964,1101,441,202584,184.000,0.000,184,184,184,505.977,38.171,7.982,6.162,1.223,6.135,505.977,38.171,7.982,501,31,1,13,16,14
644,654,644,331,7728,12.000,0.000,12,12,12,391.975,40.902,4.180,5.269,1.259,5.187,391.975,40.902,4.180,386,34,1,11,14,12
850,746,850,393,8500,10.000,0.000,10,10,10,420.644,38.662,7.035,5.733,1.326,5.664,420.644,38.662,7.035,417,33,1,10,12,17
241,394,241,172,2651,11.000,0.000,11,11,11,373.071,40.992,3.079,4.316,1.510,4.463,373.071,40.992,3.079,369,36,1,9,12,8
2810,1876,2810,1014,39340,14.000,0.000,14,14,14,334.435,50.236,4.988,9.098,2.444,8.877,334.435,50.236,4.988,321,39,1,27,22,13
1683,1142,1683,632,21879,13.000,0.000,13,13,13,354.376,44.521,7.759,7.481,1.787,7.287,354.376,44.521,7.759,347,38,1,14,17,20
2870,1956,2870,1060,43050,15.000,0.000,15,15,15,411.761,59.415,5.217,9.233,2.569,9.326,411.762,59.415,5.217,400,50,1,27,24,13
171,260,171,104,18981,111.000,0.000,111,111,111,368.947,52.053,4.719,3.201,0.699,3.277,368.947,52.053,4.719,366,49,1,7,7,9
4593,2646,4593,1347,707322,154.000,0.000,154,154,154,210.169,60.946,10.479,10.750,2.655,10.689,210.165,60.946,10.479,200,50,1,27,21,28
2240,1388,2240,754,219520,98.000,0.000,98,98,98,456.891,61.876,9.408,8.013,1.739,7.915,456.886,61.876,9.408,451,54,1,13,15,22
1580,1266,1580,579,339700,215.000,0.000,215,215,215,132.867,62.405,10.364,7.172,1.646,6.914,132.868,62.405,10.364,127,56,1,13,14,20
3376,2068,3376,1133,54016,16.000,0.000,16,16,16,362.276,70.063,8.879,9.541,2.343,9.366,362.276,70.063,8.879,356,57,1,19,26,25
2539,2230,2539,1120,1198408,472.000,0.000,472,472,472,325.548,71.477,17.590,9.743,3.439,9.599,325.551,71.477,17.590,321,61,1,13,25,33
977,858,977,384,151435,155.000,0.000,155,155,155,261.709,65.624,7.200,5.986,1.236,5.858,261.711,65.624,7.200,254,61,1,18,11,13
7613,4364,7613,2196,3189847,419.000,0.000,419,419,419,152.538,75.309,18.051,13.210,3.848,13.046,152.539,75.309,18.051,140,55,1,24,37,35
756,642,756,315,74844,99.000,0.000,99,99,99,183.594,71.626,5.101,5.306,0.760,5.191,183.594,71.626,5.101,177,66,1,14,11,10
259,322,259,146,23310,90.000,0.000,90,90,90,319.606,72.602,4.363,3.659,0.661,3.643,319.606,72.602,4.363,316,69,1,8,8,10
2611,1580,2611,838,237601,91.000,0.000,91,91,91,444.721,78.354,6.908,8.457,1.654,8.414,444.723,78.354,6.908,437,69,1,18,21,17
2589,1522,2589,868,258900,100.000,0.000,100,100,100,414.895,81.494,8.066,8.341,1.471,8.220,414.889,81.494,8.066,407,73,1,16,17,20
285,404,285,285,4845,17.000,0.000,17,17,17,373.000,83.088,1.488,4.553,1.607,4.957,373.000,83.088,1.488,367,76,1,13,15,2
2960,1838,2960,1041,396640,134.000,0.000,134,134,134,511.438,86.007,7.978,9.301,2.708,9.258,511.440,86.007,7.978,504,72,1,13,28,17
4991,2802,4991,1482,1217804,244.000,0.000,244,244,244,371.752,89.065,11.511,11.013,2.824,10.929,371.749,89.065,11.511,359,77,1,21,29,28
269,356,269,171,65098,242.000,0.000,242,242,242,329.546,79.498,7.807,3.899,1.072,3.799,329.546,79.498,7.807,326,76,1,8,7,12
3484,2286,3484,1257,66196,19.000,0.000,19,19,19,340.536,92.055,6.300,9.657,2.375,9.753,340.541,92.055,6.300,329,80,1,25,24,17
179,312,179,123,27924,156.000,0.000,156,156,156,428.844,80.698,7.268,3.768,1.509,3.576,428.844,80.698,7.268,427,76,1,7,10,13
15211,6470,15211,3290,6008345,395.000,0.000,395,395,395,107.346,91.776,25.257,16.515,4.817,16.205,107.344,91.777,25.257,97,75,1,25,35,53
3084,1798,3084,873,1017720,330.000,0.000,330,330,330,66.605,87.111,14.868,8.934,1.941,8.591,66.604,87.111,14.868,59,79,1,15,18,29
188,266,188,111,22372,119.000,0.000,119,119,119,203.165,86.223,6.298,3.417,0.942,3.202,203.165,86.223,6.298,201,84,1,6,6,12
1809,1268,1809,764,36180,20.000,0.000,20,20,20,423.799,93.690,5.055,7.930,2.513,7.596,423.799,93.690,5.055,411,86,1,29,14,11
6841,3512,6841,1742,2264371,331.000,0.000,331,331,331,146.216,92.094,15.385,11.795,2.126,11.847,146.216,92.093,15.385,136,79,1,24,31,30
115,192,115,82,2070,18.000,0.000,18,18,18,253.391,91.087,2.513,2.759,0.729,2.663,253.391,91.087,2.513,250,88,1,7,8,5
99,166,99,70,9999,101.000,0.000,101,101,101,475.475,91.939,4.374,2.717,0.795,2.648,475.475,91.939,4.374,474,90,1,4,5,9
318,418,318,207,6678,21.000,0.000,21,21,21,277.236,97.176,3.016,5.026,2.275,4.836,277.236,97.176,3.016,272,93,1,17,11,8
2522,1690,2522,929,211848,84.000,0.000,84,84,84,431.892,104.395,7.451,8.627,2.125,8.271,431.887,104.395,7.451,419,95,1,26,19,20
210,286,210,122,25200,120.000,0.000,120,120,120,398.971,100.057,5.690,3.452,0.837,3.324,398.971,100.057,5.690,396,98,1,7,6,11
918,894,918,421,102816,112.000,0.000,112,112,112,363.130,106.319,6.269,5.915,1.407,5.840,363.130,106.319,6.269,359,96,1,10,20,14
206,266,206,132,4532,22.000,0.000,22,22,22,300.170,104.854,2.422,3.370,0.764,3.365,300.170,104.854,2.422,295,101,1,10,9,5
473,634,473,267,102168,216.000,0.000,216,216,216,406.101,105.175,9.486,5.296,1.927,5.011,406.101,105.175,9.486,402,101,1,12,9,19
894,768,894,402,120690,135.000,0.000,135,135,135,512.907,106.662,7.620,5.838,1.287,5.901,512.909,106.662,7.620,508,101,1,9,15,14
2950,1980,2950,1103,979400,332.000,0.000,332,332,332,420.866,99.891,15.512,9.338,2.650,8.923,420.867,99.891,15.512,414,90,1,17,24,26
1119,986,1119,463,242823,217.000,0.000,217,217,217,376.652,113.510,9.979,6.695,1.935,6.280,376.651,113.510,9.979,372,107,1,10,14,21
1336,978,1336,519,30728,23.000,0.000,23,23,23,456.245,116.914,4.683,6.666,1.309,6.474,456.245,116.914,4.683,448,110,1,18,15,12
3783,2118,3783,1106,1036542,274.000,0.000,274,274,274,159.099,124.716,12.678,9.775,2.206,9.640,159.097,124.716,12.678,152,115,1,17,20,29
3524,1992,3524,1039,969100,275.000,0.000,275,275,275,366.215,125.503,11.947,9.451,1.888,9.494,366.216,125.504,11.947,357,116,1,19,18,25
2732,1814,2732,916,308716,113.000,0.000,113,113,113,192.798,129.476,5.954,8.700,1.950,8.544,192.795,129.476,5.954,181,118,1,23,23,14
618,600,618,333,14832,24.000,0.000,24,24,24,507.013,126.117,3.000,5.298,1.515,5.207,507.013,126.117,3.000,498,120,1,17,13,7
1161,1116,1161,621,29025,25.000,0.000,25,25,25,254.842,133.150,2.720,8.313,4.051,7.451,254.842,133.150,2.720,239,124,1,30,24,6
1529,1322,1529,768,44341,29.000,0.000,29,29,29,478.104,136.959,2.852,8.026,2.757,8.163,478.101,136.959,2.852,465,125,1,25,27,7
78,170,78,70,2106,27.000,0.000,27,27,27,515.513,133.154,4.821,2.795,1.263,2.576,515.513,133.154,4.821,514,128,1,3,9,9
5966,2780,5966,1567,1986678,333.000,0.000,333,333,333,370.132,143.789,15.444,11.474,2.690,10.892,370.134,143.790,15.444,361,130,1,18,23,35
448,436,448,232,11648,26.000,0.000,26,26,26,501.036,133.594,3.449,4.434,0.755,4.435,501.036,133.594,3.449,496,130,1,12,10,8
29,78,29,26,812,28.000,0.000,28,28,28,341.655,134.069,1.552,1.603,0.432,1.644,341.655,134.069,1.552,340,132,1,5,5,3
1535,1168,1535,533,334630,218.000,0.000,218,218,218,199.662,140.833,11.154,7.055,1.606,6.788,199.660,140.833,11.154,193,133,1,13,15,22
3314,2432,3314,1098,917978,277.000,0.000,277,277,277,104.701,142.381,13.738,9.819,2.904,9.648,104.700,142.381,13.738,97,130,1,16,27,33
977,1164,977,468,240342,246.000,0.000,246,246,246,337.093,141.973,8.962,6.226,1.753,6.350,337.095,141.973,8.962,328,134,1,18,13,18
226,376,226,168,7006,31.000,0.000,31,31,31,342.031,147.606,2.668,3.944,1.453,3.850,342.031,147.606,2.668,336,141,1,11,11,7
188,286,188,114,30080,160.000,0.000,160,160,160,351.324,144.383,6.904,3.483,1.104,3.317,351.324,144.383,6.904,349,142,1,6,6,13
89,168,89,74,2670,30.000,0.000,30,30,30,259.056,148.079,1.719,2.692,1.008,2.412,259.056,148.079,1.719,257,143,1,5,10,3
1450,1180,1450,561,236350,163.000,0.000,163,163,163,322.591,155.490,7.226,7.223,1.989,6.891,322.593,155.490,7.226,317,144,1,13,21,17
1104,1030,1104,459,177744,161.000,0.000,161,161,161,140.639,149.761,7.530,6.130,0.988,6.072,140.639,149.761,7.530,134,143,1,15,15,15
98,164,98,72,3136,32.000,0.000,32,32,32,503.551,148.378,2.071,2.529,0.552,2.601,503.551,148.378,2.071,500,145,1,7,7,4
2866,1856,2866,922,710768,248.000,0.000,248,248,248,454.860,152.279,11.469,8.931,2.137,9.166,454.868,152.279,11.469,443,146,1,25,14,22
6829,3238,6829,1854,1700421,249.000,0.000,249,249,249,373.509,160.654,13.680,12.055,2.741,11.945,373.511,160.653,13.680,361,149,1,25,24,31
12,50,12,12,401,33.417,0.515,33,33,34,332.083,152.417,1.583,1.485,0.454,1.330,332.067,152.424,1.579,330,151,1,5,4,3
209,304,209,143,7524,36.000,0.000,36,36,36,353.115,157.876,2.522,3.471,0.910,3.478,353.115,157.876,2.522,349,153,1,10,11,6
340,384,340,192,11900,35.000,0.000,35,35,35,396.409,157.144,4.097,4.019,0.777,3.926,396.409,157.144,4.097,393,153,1,8,11,10
222,346,222,166,8214,37.000,0.000,37,37,37,404.712,160.032,2.266,3.871,1.334,3.854,404.712,160.032,2.266,402,153,1,10,13,6
397,462,397,234,53992,136.000,0.000,136,136,136,408.987,158.816,6.841,4.430,1.302,4.460,408.987,158.816,6.841,404,153,1,9,13,10
1618,1094,1618,571,355960,220.000,0.000,220,220,220,423.904,160.215,10.114,7.044,1.237,6.814,423.907,160.215,10.114,417,152,1,14,14,20
169,244,169,112,6422,38.000,0.000,38,38,38,334.385,162.663,2.533,3.103,0.660,3.057,334.385,162.663,2.533,331,159,1,9,8,6
1566,1334,1566,707,67338,43.000,0.000,43,43,43,366.193,175.745,3.821,8.017,2.824,7.620,366.196,175.745,3.821,356,160,1,20,29,10
91,164,91,71,3640,40.000,0.000,40,40,40,444.077,163.813,2.022,2.520,0.730,2.397,444.077,163.813,2.022,440,161,1,8,7,4
82,154,82,61,3198,39.000,0.000,39,39,39,263.585,164.024,2.805,2.401,0.598,2.293,263.585,164.024,2.805,261,162,1,7,5,6
96,190,96,74,3936,41.000,0.000,41,41,41,281.250,167.906,1.917,2.890,1.193,2.695,281.250,167.906,1.917,278,162,1,8,11,4
886,778,886,390,37212,42.000,0.000,42,42,42,347.938,170.143,5.831,5.888,1.323,5.681,347.938,170.143,5.831,343,163,1,12,14,15
5923,2986,5923,1548,1107601,187.000,0.000,187,187,187,154.225,179.625,9.369,11.507,2.352,11.459,154.226,179.624,9.369,141,164,1,27,28,22
4370,2428,4370,1332,812820,186.000,0.000,186,186,186,421.095,175.364,12.716,10.523,2.565,10.295,421.095,175.363,12.716,413,165,1,17,26,28
448,516,448,240,112000,250.000,0.000,250,250,250,385.795,170.158,10.201,5.105,1.923,4.746,385.794,170.158,10.201,382,167,1,8,7,19
295,450,295,231,13275,45.000,0.000,45,45,45,399.305,177.244,2.034,4.362,1.604,4.371,399.305,177.244,2.034,391,171,1,16,13,5
337,366,337,194,14828,44.000,0.000,44,44,44,511.160,175.062,2.923,4.040,0.847,4.114,511.160,175.062,2.923,506,171,1,11,9,7
1403,1072,1403,548,230092,164.000,0.000,164,164,164,444.603,179.689,7.894,6.802,1.433,6.769,444.600,179.689,7.894,438,172,1,12,16,17
7853,3704,7853,1950,3306113,421.000,0.000,421,421,421,293.574,179.945,17.676,13.834,4.548,13.230,293.574,179.945,17.676,278,170,1,27,19,44
1990,1268,1990,713,328350,165.000,0.000,165,165,165,455.970,181.255,8.325,7.700,1.644,7.604,455.969,181.255,8.325,451,173,1,12,17,20
720,684,720,328,87840,122.000,0.000,122,122,122,131.515,177.133,6.226,5.307,1.016,5.444,131.515,177.133,6.226,126,173,1,13,11,13
252,270,252,163,11592,46.000,0.000,46,46,46,223.397,178.976,2.952,3.499,0.608,3.579,223.397,178.976,2.952,220,175,1,8,9,5
1551,1166,1551,601,190773,123.000,0.000,123,123,123,172.859,185.065,6.631,6.855,1.074,6.857,172.860,185.065,6.631,168,177,1,13,17,14
3435,2074,3435,1039,759135,221.000,0.000,221,221,221,353.112,187.183,9.959,9.414,1.910,9.356,353.112,187.184,9.959,342,175,1,25,23,23
1123,1014,1123,565,52781,47.000,0.000,47,47,47,409.427,191.705,5.110,6.926,2.250,6.410,409.428,191.705,5.110,397,179,1,21,20,13
530,506,530,300,99640,188.000,0.000,188,188,188,97.334,179.566,9.638,5.047,1.630,4.758,97.334,179.566,9.638,95,176,1,7,7,19
2796,2096,2796,1083,134208,48.000,0.000,48,48,48,479.632,192.396,6.922,9.210,2.594,9.001,479.632,192.396,6.922,468,181,1,25,21,19
111,250,111,84,9435,85.000,0.000,85,85,85,439.198,188.315,3.973,3.036,1.052,3.049,439.198,188.315,3.973,436,185,1,8,8,9
2651,1810,2651,981,588522,222.000,0.000,222,222,222,93.104,190.974,10.365,8.585,1.884,8.671,93.106,190.975,10.365,81,184,1,24,15,20
1309,1078,1309,589,64141,49.000,0.000,49,49,49,460.625,195.626,6.467,6.872,1.684,6.723,460.622,195.626,6.467,454,188,1,13,18,15
593,760,593,360,30243,51.000,0.000,51,51,51,440.577,202.329,3.083,5.473,1.880,5.150,440.577,202.329,3.083,432,194,1,19,19,7
1555,1432,1555,651,477385,307.000,0.000,307,307,307,493.581,197.721,10.799,7.445,2.068,7.279,493.581,197.721,10.799,486,192,1,20,12,19
50,132,50,40,4600,92.000,0.000,92,92,92,197.840,196.680,3.320,2.206,0.708,2.251,197.840,196.680,3.320,195,195,1,7,4,6
1009,952,1009,420,254268,252.000,0.000,252,252,252,367.473,198.797,10.734,6.305,1.663,6.030,367.475,198.797,10.734,362,193,1,15,11,21
264,338,264,145,36168,137.000,0.000,137,137,137,185.170,198.659,6.227,3.769,0.882,3.792,185.170,198.659,6.227,180,195,1,10,8,10
523,542,523,339,28765,55.000,0.000,55,55,55,345.055,205.834,2.361,5.149,1.678,5.280,345.055,205.834,2.361,338,197,1,13,18,5
2981,2078,2981,1024,1529253,513.000,0.000,513,513,513,310.394,202.733,21.996,9.967,3.555,9.082,310.402,202.731,21.996,305,193,1,13,20,40
1695,1376,1695,742,84750,50.000,0.000,50,50,50,407.391,204.727,4.542,7.575,2.112,7.649,407.391,204.727,4.542,396,198,1,21,18,12
1212,1020,1212,513,63024,52.000,0.000,52,52,52,65.043,207.061,8.963,6.887,2.120,6.737,65.043,207.061,8.963,59,200,1,12,14,21
7101,3586,7101,1832,2591865,365.000,0.000,365,365,365,215.155,207.753,15.296,12.388,2.821,12.660,215.156,207.752,15.296,203,196,1,24,23,33
485,544,485,258,26190,54.000,0.000,54,54,54,330.204,207.128,4.449,4.785,1.360,4.571,330.204,207.128,4.449,326,202,1,11,10,16
281,404,281,281,15736,56.000,0.000,56,56,56,357.085,209.708,1.495,4.652,1.782,4.786,357.085,209.708,1.495,352,202,1,14,15,2
227,326,227,165,12031,53.000,0.000,53,53,53,510.119,206.101,3.163,3.700,1.288,3.542,510.119,206.101,3.163,505,202,1,9,13,8
3845,2326,3845,1267,726705,189.000,0.000,189,189,189,236.153,217.891,7.546,9.874,2.237,9.769,236.152,217.892,7.546,226,204,1,25,25,18
11265,5104,11265,2656,3142935,279.000,0.000,279,279,279,283.830,216.574,12.792,15.493,4.841,14.789,283.830,216.574,12.792,257,205,1,50,24,34
656,858,656,383,37392,57.000,0.000,57,57,57,449.861,214.317,4.415,5.789,1.897,5.727,449.861,214.317,4.415,442,206,1,19,14,10
5324,3210,5324,1750,314116,59.000,0.000,59,59,59,388.512,223.161,6.303,11.310,2.953,11.516,388.516,223.160,6.303,372,208,1,31,29,22
42,114,42,42,4284,102.000,0.000,102,102,102,516.000,211.619,4.333,2.506,0.957,2.667,516.000,211.619,4.333,516,209,1,1,7,8
379,436,379,208,47375,125.000,0.000,125,125,125,510.517,212.124,6.069,4.182,0.769,4.048,510.516,212.124,6.069,506,209,1,9,8,12
525,578,525,262,54075,103.000,0.000,103,103,103,254.789,215.874,5.156,4.724,0.881,4.725,254.789,215.874,5.156,251,211,1,9,11,12
13418,6106,13418,3292,6789508,506.000,0.000,506,506,506,347.776,214.397,24.032,16.106,4.808,15.243,347.788,214.403,24.032,326,199,1,38,31,47
130,222,130,86,14820,114.000,0.000,114,114,114,499.577,214.146,5.338,3.075,0.992,2.898,499.577,214.146,5.338,497,212,1,6,5,11
822,792,822,509,47676,58.000,0.000,58,58,58,419.738,222.344,2.572,6.296,2.186,6.443,419.738,222.344,2.572,410,214,1,20,20,4
800,746,800,348,179200,224.000,0.000,224,224,224,466.457,223.896,8.575,5.650,1.394,5.462,466.457,223.896,8.575,462,218,1,10,13,16
7696,3680,7696,1793,2593552,337.000,0.000,337,337,337,87.282,225.848,13.546,12.346,2.222,12.205,87.280,225.849,13.546,78,211,1,27,35,27
812,886,812,427,48720,60.000,0.000,60,60,60,452.964,227.342,3.474,5.956,1.811,5.780,452.964,227.342,3.474,444,220,1,19,18,9
9808,4760,9808,2576,4521488,461.000,0.000,461,461,461,318.802,231.676,20.457,14.397,3.915,14.483,318.800,231.679,20.457,305,218,1,32,30,44
1756,1720,1756,727,333640,190.000,0.000,190,190,190,174.344,233.208,7.760,7.626,2.242,7.242,174.346,233.208,7.760,163,224,1,23,19,14
1009,1052,1009,523,61549,61.000,0.000,61,61,61,488.327,236.215,3.745,6.584,2.095,6.411,488.324,236.215,3.745,477,229,1,21,16,9
5103,2954,5103,1463,1724814,338.000,0.000,338,338,338,418.128,226.765,14.895,10.932,2.360,10.892,418.127,226.765,14.895,407,215,1,26,25,32
1764,1408,1764,668,647388,367.000,0.000,367,367,367,472.743,237.108,11.846,7.688,2.178,7.582,472.744,237.108,11.846,466,231,1,17,14,24
2016,1252,2016,706,385056,191.000,0.000,191,191,191,296.528,238.573,7.504,7.521,1.104,7.469,296.530,238.573,7.504,289,230,1,15,17,18
1429,1272,1429,678,91456,64.000,0.000,64,64,64,335.966,241.332,4.005,7.594,2.560,7.097,335.966,241.332,4.005,324,232,1,25,18,14
306,436,306,197,18972,62.000,0.000,62,62,62,412.275,238.660,2.618,4.103,1.292,4.115,412.275,238.660,2.618,408,232,1,10,13,7
2888,2454,2888,1242,832369,288.216,20.829,280,280,341,375.477,247.879,8.218,9.010,2.201,8.953,375.475,248.137,8.267,366,234,1,20,28,16
514,512,514,251,32382,63.000,0.000,63,63,63,504.547,239.953,4.411,4.662,0.793,4.633,504.547,239.953,4.411,499,235,1,11,10,10
4821,2314,4821,1207,1238997,257.000,0.000,257,257,257,268.244,248.431,10.572,10.421,1.714,10.162,268.238,248.434,10.572,259,237,1,20,25,24
2161,1860,2161,933,144787,67.000,0.000,67,67,67,437.210,246.376,4.387,9.318,3.519,8.797,437.213,246.376,4.387,419,238,1,31,24,13
128,202,128,92,8320,65.000,0.000,65,65,65,359.961,244.641,2.391,2.875,0.722,2.855,359.961,244.641,2.391,356,241,1,9,7,5
552,718,552,322,57408,104.000,0.000,104,104,104,193.127,241.813,6.935,5.656,1.927,5.696,193.127,241.813,6.935,186,233,1,13,16,14
127,192,127,86,8382,66.000,0.000,66,66,66,315.906,245.685,3.079,2.745,0.503,2.716,315.906,245.685,3.079,313,243,1,7,6,7
500,500,500,253,96000,192.000,0.000,192,192,192,142.174,246.934,7.464,4.656,1.069,4.683,142.174,246.934,7.464,137,244,1,12,7,13
1464,1438,1464,693,244488,167.000,0.000,167,167,167,181.403,250.049,8.685,7.583,2.388,7.421,181.404,250.050,8.685,169,243,1,24,12,22
809,770,809,359,75237,93.000,0.000,93,93,93,467.553,252.841,4.956,5.570,1.056,5.467,467.550,252.840,4.956,461,247,1,16,14,11
154,218,154,103,10472,68.000,0.000,68,68,68,345.403,252.234,3.597,3.017,0.683,2.985,345.403,252.234,3.597,343,249,1,6,7,8
2433,2156,2433,1071,170310,70.000,0.000,70,70,70,485.515,264.379,4.932,9.181,3.163,8.903,485.520,264.379,4.932,472,249,1,26,27,15
3327,2588,3327,1458,1172479,352.413,17.850,342,342,383,358.142,258.296,10.201,9.111,2.370,9.036,358.163,258.338,10.422,345,245,1,27,27,24
7662,3758,7662,1878,2628066,343.000,0.000,343,343,343,191.966,260.331,14.832,12.650,2.934,12.797,191.966,260.333,14.832,176,250,1,29,21,35
1922,1348,1922,700,370946,193.000,0.000,193,193,193,416.186,255.193,9.274,7.615,1.709,7.820,416.185,255.192,9.274,407,250,1,19,11,20
5672,3788,5672,2002,714672,126.000,0.000,126,126,126,238.322,259.395,8.306,12.181,3.902,11.886,238.326,259.395,8.306,221,242,1,34,37,24
2096,1360,2096,771,144624,69.000,0.000,69,69,69,285.578,262.403,7.168,7.820,1.454,7.655,285.575,262.402,7.168,278,255,1,18,16,20
1204,964,1204,533,113176,94.000,0.000,94,94,94,402.703,263.321,5.372,6.503,1.447,6.324,402.705,263.321,5.372,395,257,1,13,16,14
72,186,72,56,10080,140.000,0.000,140,140,140,451.111,258.833,7.458,2.918,1.403,2.710,451.111,258.833,7.458,449,257,1,5,6,12
357,424,357,191,69258,194.000,0.000,194,194,194,330.888,259.866,6.849,4.156,0.873,4.072,330.888,259.866,6.849,327,253,1,9,12,11
4135,2466,4135,1305,2129525,515.000,0.000,515,515,515,322.967,262.693,21.871,10.828,3.432,10.136,322.966,262.694,21.871,314,256,1,19,14,40
4558,3026,4558,1539,642678,141.000,0.000,141,141,141,418.667,270.102,9.899,10.701,2.552,10.560,418.666,270.104,9.899,409,261,1,24,25,24
494,524,494,327,56810,115.000,0.000,115,115,115,365.249,266.698,4.862,4.854,1.430,5.006,365.250,266.698,4.862,359,263,1,13,8,11
134,216,134,93,9514,71.000,0.000,71,71,71,270.336,266.709,4.410,3.115,0.964,3.073,270.336,266.709,4.410,268,264,1,6,6,10
1000,996,1000,475,105000,105.000,0.000,105,105,105,160.119,273.160,5.094,6.317,1.902,6.454,160.119,273.160,5.094,153,266,1,16,17,11
27,72,27,25,1944,72.000,0.000,72,72,72,117.333,268.889,1.667,1.527,0.384,1.495,117.333,268.889,1.667,116,267,1,4,5,3
1124,968,1124,497,219180,195.000,0.000,195,195,195,148.809,270.351,8.054,6.255,1.379,6.381,148.810,270.350,8.054,141,264,1,16,13,13
3192,2156,3192,1178,545832,171.000,0.000,171,171,171,327.706,281.943,8.018,9.413,2.397,9.685,327.707,281.942,8.018,315,268,1,24,27,17
109,174,109,74,7957,73.000,0.000,73,73,73,501.505,272.229,3.073,2.636,0.485,2.565,501.505,272.229,3.073,499,270,1,6,6,7
1888,1402,1888,704,268096,142.000,0.000,142,142,142,367.736,276.381,7.806,7.611,1.613,7.487,367.739,276.381,7.806,359,270,1,20,18,15
1965,1480,1965,702,385140,196.000,0.000,196,196,196,172.581,285.667,8.565,8.044,2.139,7.722,172.581,285.667,8.565,165,271,1,14,25,18
567,630,567,296,175770,310.000,0.000,310,310,310,382.681,274.404,13.134,5.791,2.274,5.375,382.682,274.404,13.134,379,271,1,8,8,23
101,200,101,75,7474,74.000,0.000,74,74,74,446.762,275.812,2.752,2.614,0.655,2.573,446.762,275.812,2.752,444,272,1,6,8,7
1189,916,1189,473,170027,143.000,0.000,143,143,143,183.176,279.291,8.323,6.517,1.531,6.263,183.177,279.291,8.323,179,272,1,13,14,19
181,250,181,118,13575,75.000,0.000,75,75,75,76.409,280.773,2.702,3.212,0.734,3.209,76.409,280.773,2.702,73,277,1,9,8,6
