@relation TWS-3D-v3.3.1-grayscale

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Derivatives_1_1_1_8.0 numeric
@attribute Derivatives_2_2_2_8.0 numeric
@attribute Derivatives_3_3_3_8.0 numeric
@attribute Derivatives_4_4_4_8.0 numeric
@attribute Derivatives_5_5_5_8.0 numeric
@attribute class {Cell,Background,Garbage}

@data
58,56.663704,-0.300029,0.492009,11.322973,-30.14422,-266.593811,47.970573,0.031313,-0.006193,-0.005394,-0.003793,0.004939,37.556995,0.004175,-0.000301,-0.000001,0.000002,0,26.820686,0.000256,-0.000014,0,0,-0,Cell
37,53.388397,-0.908927,2.124437,7.435853,-29.408028,-57.938183,51.24773,0.033877,-0.000024,0.001579,-0.003447,-0.008767,40.75,0.005852,-0.000239,-0.000004,0.000002,0,27.516745,0.000273,-0.000016,-0,0,0,Cell
51,51.502106,-0.470516,-1.881198,-3.964236,177.702988,207.608215,52.962757,0.029602,-0.000142,0.010277,0.005022,-0.017299,43.736904,0.00729,-0.000113,-0.000006,0.000001,0,28.167946,0.000281,-0.000019,-0,0,0,Cell
47,50.530987,-0.573099,-1.741731,-0.778184,-95.79718,-67.399689,54.287212,0.031828,0.001808,0.012534,0.005949,-0.003839,46.421001,0.008392,0.000027,-0.000008,-0,0,28.758554,0.000278,-0.000021,-0,0,0,Cell
33,49.828053,0.071741,2.949854,-4.516773,-124.707977,-72.238342,56.149998,0.057813,0.013437,0.004925,-0.004048,0.014202,48.7131,0.009087,0.000121,-0.00001,-0.000002,0,29.275553,0.000266,-0.000022,-0,0,0,Cell
50,52.963203,0.561121,-0.991351,-7.136543,107.995369,112.292267,58.907589,0.103875,0.026999,-0.006454,-0.009726,0.010753,50.51759,0.009335,0.000118,-0.00001,-0.000002,0,29.709959,0.000245,-0.000023,-0,0,0,Cell
67,59.420738,0.161465,-1.725754,9.968168,49.125294,-5.298692,62.496292,0.133671,0.031332,-0.012844,-0.005043,-0.002579,51.731136,0.009125,0,-0.000009,-0.000003,0,30.057299,0.000215,-0.000023,-0,0,0,Cell
67,66.041489,0.454228,1.26471,3.779816,-33.457161,-130.077744,66.608971,0.109956,0.023157,-0.010118,0.001712,-0.002796,52.252934,0.008486,-0.000206,-0.000006,-0.000002,0,30.317976,0.000177,-0.000022,-0,0,0,Cell
78,73.641052,0.103188,1.201649,-1.960751,12.812733,81.298882,70.553238,0.03852,0.002077,-0.000074,0.005035,0.001276,52.003391,0.007491,-0.000434,-0.000001,-0,0,30.496784,0.000133,-0.00002,-0,0,0,Cell
77,84.724785,-0.543445,2.235259,2.61067,-131.227585,-5.130839,73.01368,-0.031169,-0.027839,0.009517,0.005368,-0.004246,50.956741,0.006266,-0.000599,0.000004,0.000002,-0,30.602085,0.000084,-0.000017,-0,0,0,Cell
114,94.867851,-0.372339,-0.988596,-11.488407,31.806738,29.06621,72.263168,-0.053818,-0.049334,0.0095,0.003921,-0.008853,49.16634,0.004995,-0.000633,0.000008,0.000003,-0,30.645216,0.000032,-0.000014,-0,0,0,Cell
129,92.540489,-0.609906,-5.812731,3.485991,204.305511,13.616993,67.173965,-0.031089,-0.042808,0.000289,0.001177,-0.000652,46.779282,0.00389,-0.00051,0.000009,0.000002,-0,30.63979,-0.000022,-0.000009,-0,0,0,Cell
45,42.494457,-0.28254,0.278677,-1.983766,-50.153618,98.071053,38.205551,-0.041066,-0.017301,0.007439,0.001402,-0.011381,31.543976,0.000042,-0.000411,0.000007,0.000002,-0,25.531393,0.000111,-0.000009,0,0,-0,Cell
91,57.419537,-0.972238,-0.25401,2.762842,85.87381,-59.504322,45.361675,-0.026856,-0.016366,-0.000498,-0.006352,-0.003699,34.779179,0.001019,-0.000544,0.000007,0.000003,0,26.230867,0.000121,-0.000012,0,0,-0,Cell
62,60.653118,0.200473,-0.302575,0.530967,-18.945486,-26.259214,50.568382,-0.001433,-0.005134,-0.012026,-0.009063,0.010734,38.006279,0.002083,-0.000568,0.000005,0.000003,0,26.920269,0.000123,-0.000015,0,0,-0,Cell
47,56.265491,1.325674,1.630751,-2.491319,-26.841902,83.218468,53.22398,0.01626,0.006202,-0.01479,-0.002408,0.012475,41.091537,0.003149,-0.000467,0.000003,0.000002,0,27.581957,0.000117,-0.000017,0,0,-0,Cell
60,53.644749,0.765432,-0.337762,-2.035379,-106.9048,-2.985078,54.044209,0.010802,0.009955,-0.003909,0.00442,0.005662,43.924393,0.004064,-0.00027,-0.000001,0.000001,-0,28.198658,0.000105,-0.000019,-0,0,0,Cell
57,51.957214,-0.286835,-1.445145,0.886473,183.640503,-141.060745,54.353439,-0.004125,0.010912,0.010339,0.000206,0.002845,46.420368,0.00465,-0.000039,-0.000005,-0,-0,28.754494,0.000089,-0.000021,-0,0,0,Cell
46,50.362888,-0.759884,1.413812,-3.00966,-67.633392,183.983017,55.243195,0.006282,0.012665,0.015232,-0.005715,-0.005557,48.50795,0.00476,0.000149,-0.00001,-0.000002,0,29.236361,0.00007,-0.000022,-0,0,0,Cell
36,52.359097,-1.372835,1.28285,7.003076,-65.230621,-38.283588,57.221378,0.056354,0.011586,0.00815,0.000639,-0.019902,50.111622,0.004345,0.00023,-0.000012,-0.000003,0,29.635201,0.000049,-0.000023,-0,0,0,Cell
70,58.215836,-0.622663,-4.943765,7.934786,113.83522,-181.827911,60.277473,0.113704,0.008512,-0.003739,0.008596,-0.016129,51.14616,0.003504,0.000174,-0.00001,-0.000003,0,29.946524,0.000028,-0.000022,-0,0,0,Cell
56,63.148766,1.011207,1.131105,-6.065782,40.699677,153.266068,64.027351,0.122936,0.007327,-0.010369,0.004473,0.007102,51.523689,0.002494,0.000003,-0.000005,-0.000002,0,30.170734,0.000006,-0.000021,-0,0,0,Cell
44,68.721619,1.826517,6.224061,-13.281635,-342.350403,85.630035,67.666489,0.058184,0.003301,-0.007773,-0.001618,0.019489,51.170593,0.001678,-0.000218,0.000003,-0.000001,0,30.312685,-0.000015,-0.000019,-0,0,0,Cell
79,77.190125,0.440521,-2.856363,1.7636,357.881958,-96.779831,69.862648,-0.045343,-0.008977,-0.001657,-0.000899,0.009891,50.059269,0.001432,-0.000403,0.000011,0.000001,-0,30.380842,-0.000037,-0.000016,-0,0,0,Cell
91,83.705284,-1.263634,-2.757768,13.619483,-24.699642,-96.03624,68.990417,-0.115055,-0.021127,0.001076,-0.001025,-0.001225,48.23505,0.00203,-0.000476,0.000015,0.000002,-0,30.386726,-0.000059,-0.000013,-0,0,0,Cell
85,80.596832,-0.794429,3.3327,-4.538128,-250.990067,141.977905,64.027496,-0.101941,-0.018827,0.001105,-0.003229,-0.001683,45.833881,0.003533,-0.000406,0.000013,0.000002,-0,30.344273,-0.000083,-0.000009,-0,0,0,Cell
74,64.147659,-0.195194,-0.033416,-2.995962,238.378159,-61.988739,55.564186,-0.018679,-0.000222,0.003195,-0.001834,-0.001223,43.073322,0.005732,-0.000213,0.000005,0.000001,-0,30.269199,-0.000108,-0.000004,-0,-0,0,Cell
37,44.272594,-1.106964,0.68532,9.706565,-41.493614,-201.809341,39.546837,-0.064523,-0.014992,0.01252,-0.004841,-0.014064,31.638538,-0.0003,-0.00055,0.000007,0.000002,-0,25.642666,0.000002,-0.00001,0,0,-0,Cell
51,59.102024,-1.396732,4.898438,11.070229,-221.702362,-55.645252,46.855492,-0.066725,-0.018779,0.004396,-0.009824,-0.007271,34.796112,-0.000245,-0.000711,0.00001,0.000003,-0,26.294239,-0.000013,-0.000012,0,0,-0,Cell
76,64.363853,0.804649,-3.321931,-12.102543,242.737961,203.626007,52.035107,-0.046082,-0.012069,-0.009275,-0.004718,0.008088,37.907372,-0.000036,-0.000745,0.000011,0.000003,-0,26.93689,-0.000036,-0.000015,0,0,-0,Cell
60,60.96484,2.175196,-3.610435,-9.57373,-29.735626,-43.176109,54.489086,-0.021297,0.001436,-0.016643,0.001834,0.017347,40.83704,0.000282,-0.000638,0.000009,0.000003,-0,27.553005,-0.000064,-0.000017,0,0,-0,Cell
56,57.173462,0.180865,2.181619,8.731466,-0.46709,-120.914162,54.941227,-0.017266,0.012326,-0.010501,0.000908,0.013277,43.478138,0.000536,-0.00042,0.000005,0.000001,-0,28.125359,-0.000094,-0.000019,0,0,-0,Cell
49,55.42382,-0.475744,3.151592,-3.956712,-179.263962,187.584412,54.733936,-0.031168,0.014431,0.002975,-0.00359,-0.000259,45.754837,0.000486,-0.000154,-0.000002,-0,-0,28.638134,-0.000123,-0.000021,0,0,-0,Cell
85,54.396076,-0.405649,-2.900076,1.722394,240.689087,-94.344185,55.013081,-0.031307,0.007583,0.012349,-0.001388,-0.014722,47.608841,-0.000066,0.000081,-0.000008,-0.000002,0,29.078238,-0.000148,-0.000022,0,0,-0,Cell
36,55.229446,-1.105373,1.32312,9.30515,-111.447578,-173.521332,56.358269,0.007078,-0.001843,0.01191,0.008177,-0.016365,48.981159,-0.001159,0.000216,-0.000012,-0.000003,0,29.43664,-0.000167,-0.000022,0,0,0,Cell
75,59.082996,-0.077434,-0.769663,-10.841532,-20.104927,290.0065,58.768391,0.069462,-0.003846,0.004325,0.011831,-0.004043,49.803745,-0.002586,0.000219,-0.00001,-0.000003,0,29.708838,-0.000178,-0.000022,0,0,0,Cell
54,62.468098,0.449221,-1.667163,4.362003,-85.097122,-129.548187,61.769859,0.104734,0.003045,-0.003306,0.002235,0.004202,50.00412,-0.003881,0.000107,-0.000003,-0.000002,0,29.895235,-0.000182,-0.00002,-0,0,0,Cell
82,66.650612,1.023271,0.16534,-0.652503,268.865723,-62.432377,64.463684,0.065745,0.00804,-0.007083,-0.007906,0.003259,49.520061,-0.004434,-0.000064,0.000007,-0.000001,0,30.000658,-0.000179,-0.000018,-0,0,0,Cell
70,71.653732,0.845488,0.905291,-6.533658,-201.925751,193.945023,65.586769,-0.038748,0.004,-0.008226,-0.007393,0.006655,48.328873,-0.003668,-0.000219,0.000016,-0,-0,30.033552,-0.000172,-0.000015,-0,0,0,Cell
83,72.989998,-0.162166,-1.685757,12.490862,66.940414,-203.21936,63.824177,-0.134271,-0.002729,-0.006737,-0.002392,0.014342,46.473839,-0.001267,-0.000292,0.000019,0.000001,-0,30.005457,-0.000162,-0.000012,-0,0,0,Cell
59,67.171501,0.226174,2.326982,-4.845849,33.342541,-26.298847,58.538433,-0.138402,-0.003069,-0.00079,0.000645,0.009323,44.082821,0.002659,-0.000251,0.000014,0.000001,-0,29.930363,-0.000152,-0.000008,-0,0,0,Cell
52,44.111786,-0.257106,-2.045603,-2.582942,247.17662,97.257248,39.2421,-0.062361,-0.006057,0.008171,-0.005962,-0.000968,31.30323,-0.000079,-0.000579,0.000007,0.000002,-0,25.701891,-0.000131,-0.00001,0,0,-0,Cell
76,59.449627,-0.172644,1.199175,-3.794434,-44.833771,-30.803661,46.522743,-0.09704,-0.017624,0.005451,-0.005309,0.001164,34.315033,-0.000941,-0.000754,0.000012,0.000003,-0,26.292364,-0.000168,-0.000013,0,0,-0,Cell
80,66.339149,-0.401418,1.239495,3.32316,-195.618515,-62.372322,51.805477,-0.102183,-0.020244,0.001011,0.000475,-0.00353,37.255314,-0.001643,-0.000808,0.000014,0.000003,-0,26.87608,-0.000213,-0.000015,0,0,-0,Cell
84,64.146591,0.010541,-1.723098,2.843253,201.364944,-3.27737,54.458866,-0.078966,-0.009303,-0.003586,0.002546,-0.002178,39.989132,-0.00219,-0.000727,0.000013,0.000002,-0,27.435663,-0.000262,-0.000017,0,0,-0,Cell
64,59.746113,-0.103496,-0.393827,-1.998191,-33.668694,60.791336,55.065231,-0.051435,0.006564,-0.006476,-0.00071,0.004358,42.411865,-0.002757,-0.000535,0.000008,0.000001,-0,27.954105,-0.000309,-0.000019,0,0,-0,Cell
72,57.167679,-0.28264,-0.098283,3.881732,-3.224997,-41.35939,54.824127,-0.037404,0.012842,-0.005652,-0.000729,0.002792,44.452457,-0.003606,-0.00029,-0,-0,-0,28.415806,-0.00035,-0.00002,0,0,-0,Cell
52,56.206211,0.10769,0.527739,0.331211,-46.490749,-84.488617,54.836658,-0.029096,0.00567,-0.000825,0.004255,-0.001288,46.060719,-0.004944,-0.000059,-0.000007,-0.000001,0,28.807798,-0.000379,-0.000021,0,0,-0,Cell
68,57.362766,0.147964,-0.313742,-9.769398,20.879286,227.136581,55.718815,-0.004774,-0.00343,0.005073,0.006356,0.004259,47.189838,-0.006765,0.000098,-0.000011,-0.000002,0,29.121111,-0.000394,-0.000021,0,0,-0,Cell
81,60.09642,0.17787,-1.367326,-2.75554,-91.907158,-110.386246,57.483837,0.040972,-0.002715,0.007407,0.002022,0.007207,47.786949,-0.008743,0.000152,-0.000008,-0.000002,0,29.351273,-0.000395,-0.00002,0,0,-0,Cell
75,62.411575,-0.104416,-1.990151,4.655036,207.143478,-79.526855,59.585827,0.076125,0.004241,0.004086,-0.004494,-0.006349,47.796215,-0.010236,0.000113,-0,-0.000002,0,29.49864,-0.00038,-0.000019,0,0,-0,Cell
66,65.691223,-0.534493,1.591951,11.036256,-24.188334,79.569138,61.052204,0.05088,0.006036,-0.002503,-0.007571,-0.017834,47.170937,-0.010446,0.000023,0.00001,-0.000001,0,29.567942,-0.000351,-0.000017,0,0,-0,Cell
72,68.664406,-0.008083,3.735788,4.584997,-226.928604,-139.887833,60.735523,-0.043621,0.001545,-0.007348,-0.004079,-0.00475,45.899002,-0.008678,-0.000065,0.000019,-0.000001,-0,29.567476,-0.000313,-0.000014,-0,0,-0,Cell
66,66.725769,0.930636,-0.352944,-17.12566,113.703201,195.797668,57.731232,-0.141837,-0.00095,-0.006103,0.003036,0.016703,44.026947,-0.004639,-0.000103,0.000021,-0,-0,29.508595,-0.00027,-0.000011,-0,0,0,Cell
76,57.693367,0.587053,-3.120208,-5.933188,65.953606,57.148239,51.919708,-0.151501,0.001664,0.000421,0.00589,0.015289,41.677212,0.001373,-0.00007,0.000013,-0,-0,29.405155,-0.000226,-0.000007,-0,-0,0,Cell
31,40.877102,0.209702,-1.458525,-4.690112,-203.816833,19.037777,37.227814,-0.039364,0.002294,0.000718,-0.001032,0.005624,30.566957,0.00092,-0.000509,0.000004,0.000002,-0,25.716167,-0.000284,-0.00001,0,0,-0,Cell
73,54.734062,0.073757,-4.083857,-10.775348,282.826385,85.567223,44.164268,-0.109627,-0.01169,0.004173,0.002673,0.005014,33.365566,-0.000772,-0.000681,0.000011,0.000002,-0,26.232964,-0.00034,-0.000012,0,0,-0,Cell
45,61.23938,-1.578743,5.005498,3.131416,-91.502342,3.114261,49.516682,-0.14621,-0.020841,0.009476,0.003155,-0.008438,36.081509,-0.002379,-0.000757,0.000014,0.000002,-0,26.746223,-0.000404,-0.000014,0,0,-0,Cell
57,61.482788,-1.89945,3.863526,11.807907,-139.468597,-46.207703,52.616161,-0.126883,-0.017016,0.009604,0.000768,-0.013857,38.582638,-0.003874,-0.000722,0.000013,0.000002,-0,27.238981,-0.00047,-0.000016,0,0,-0,Cell
53,59.417595,0.193668,-2.422511,-6.498385,30.447115,17.445562,53.778202,-0.069503,-0.003248,0.001036,-0.000944,-0.003326,40.766167,-0.005409,-0.000594,0.000007,0.000001,-0,27.694633,-0.000531,-0.000017,0,0,-0,Cell
64,56.697929,0.732362,-3.541954,-0.023187,114.24556,-78.031319,53.897934,-0.013356,0.007634,-0.009006,0.001412,0.007669,42.562637,-0.00722,-0.000411,-0,-0,-0,28.097889,-0.000581,-0.000018,0,0,-0,Cell
50,55.031921,0.195784,1.156594,1.015907,-98.28064,109.24646,53.92664,0.017627,0.008026,-0.010491,0.004378,0.011051,43.925591,-0.009466,-0.000222,-0.000006,-0.000001,0,28.435995,-0.000613,-0.000019,0,0,-0,Cell
59,56.109287,-0.091399,-1.26016,-1.325583,68.104164,-3.538507,54.490753,0.03015,0.003331,-0.002681,0.000163,0.008142,44.816093,-0.012054,-0.000072,-0.000008,-0.000001,0,28.700081,-0.000624,-0.000019,0,0,-0,Cell
53,58.434967,-0.694675,0.400281,5.662183,111.669281,-168.094208,55.644794,0.039878,0.000341,0.004898,-0.007948,-0.000065,45.193985,-0.014533,0.00002,-0.000005,-0.000001,0,28.885702,-0.000612,-0.000018,0,0,-0,Cell
43,61.55806,0.254869,3.316978,-9.710134,-160.467285,250.755524,56.818874,0.03777,-0.002938,0.004021,-0.007875,-0.006548,45.019958,-0.01612,0.000057,0.000004,-0.000001,0,28.993149,-0.000577,-0.000017,0,0,-0,Cell
46,65.481903,0.813445,1.801864,3.714571,-193.016663,-134.964569,57.024254,-0.006793,-0.008181,-0.001941,0.000505,-0.005982,44.265041,-0.015909,0.00006,0.000014,-0.000001,-0,29.026941,-0.000524,-0.000015,0,0,-0,Cell
83,66.50367,0.401334,-3.664443,2.736236,372.252777,-58.203701,55.285202,-0.096187,-0.008613,-0.003443,0.006819,-0.003168,42.931175,-0.01318,0.000057,0.000021,-0.000001,-0,28.9951,-0.000456,-0.000012,0,0,-0,Cell
77,60.724472,-0.375156,-0.802446,-4.173517,-118.875847,149.98584,51.133709,-0.172397,0.000144,0.001873,0.006421,-0.002714,41.071487,-0.007733,0.000071,0.000021,-0.000001,-0,28.908644,-0.000379,-0.000009,-0,-0,0,Cell
32,34.50322,-0.207866,0.762035,2.161005,-10.771173,0.714434,33.893139,-0.00297,0.006135,-0.004622,0.002291,0.001933,29.498346,0.00269,-0.000375,0.000001,0.000001,-0,25.694199,-0.000454,-0.00001,-0,0,-0,Cell
53,45.399078,-0.837611,-1.668547,5.519137,2.415703,23.713554,40.095367,-0.090159,-0.001127,0.001861,0.005981,-0.000036,32.018532,0.000299,-0.000526,0.000007,0.000001,-0,26.125822,-0.000523,-0.000011,0,0,-0,Cell
41,51.755848,-1.053678,0.544366,0.620059,22.292395,-97.089897,45.300961,-0.143667,-0.010553,0.009979,0.004626,-0.001087,34.457859,-0.002164,-0.000617,0.000009,0.000001,-0,26.558205,-0.000602,-0.000013,0,0,-0,Cell
54,55.907524,-0.845798,0.686327,-5.882297,-89.715202,34.928593,48.847229,-0.127021,-0.016183,0.012614,0.001605,-0.004401,36.690067,-0.004643,-0.000635,0.000008,0.000001,-0,26.97493,-0.000681,-0.000014,0,0,-0,Cell
64,58.130875,0.144562,-2.112342,0.335045,124.49157,41.986012,50.732853,-0.05135,-0.01206,0.006269,-0.001084,-0.00677,38.614902,-0.007242,-0.000585,0.000004,0,-0,27.359926,-0.000752,-0.000015,0,0,-0,Cell
55,56.184898,0.983882,0.53769,-6.515404,28.450865,98.376877,51.437946,0.033581,-0.000764,-0.003986,-0.002385,-0.000923,40.162968,-0.010121,-0.000483,-0.000002,0,0,27.69832,-0.000807,-0.000016,0,0,-0,Cell
36,53.269119,0.587952,2.306821,4.006181,-115.395424,-73.383041,51.657448,0.081163,0.007789,-0.009616,-0.001453,0.007275,41.288528,-0.013335,-0.000357,-0.000006,0,0,27.977619,-0.00084,-0.000016,0,0,-0,Cell
59,53.817196,0.04749,-1.146303,7.966344,30.951752,-218.029861,51.976337,0.078521,0.006358,-0.007747,-0.002008,0.00391,41.957249,-0.016667,-0.000229,-0.000005,0,0,28.189079,-0.000845,-0.000016,0,0,-0,Cell
51,56.931263,-0.28518,2.824826,-1.761275,-71.038857,284.525238,52.510967,0.03862,-0.004811,-0.003592,-0.004698,-0.00441,42.139023,-0.01954,-0.000113,0,0,0,28.32826,-0.00082,-0.000015,0,0,-0,Cell
58,61.543316,0.712055,2.379336,2.964588,21.184145,-139.486603,52.751991,-0.027247,-0.018579,-0.002512,-0.002069,0.001281,41.80975,-0.021082,-0.000011,0.000009,0,0,28.395319,-0.000767,-0.000014,0,0,-0,Cell
102,64.649429,1.550205,-5.776684,-10.492388,191.890472,7.311606,51.810001,-0.113393,-0.022601,-0.002044,0.005824,0.012165,40.95808,-0.020367,0.000077,0.000018,-0,-0,28.394497,-0.000689,-0.000012,0,0,-0,Cell
82,60.476913,0.036959,-4.030444,-8.478914,-133.266281,210.195694,48.959297,-0.194746,-0.009022,0.002752,0.007825,0.003471,39.600719,-0.016742,0.000153,0.000023,-0.000001,-0,28.333416,-0.000593,-0.00001,0,-0,-0,Cell
28,36.000191,-0.599774,3.300589,6.621947,-235.03833,-135.018829,35.052784,-0.035654,0.010503,-0.000113,0.002713,-0.000282,30.384111,0.002053,-0.000337,0.000001,-0,-0,25.98242,-0.000714,-0.00001,-0,0,-0,Cell
51,42.308865,-0.628884,-2.983192,-1.031469,149.207108,72.908081,39.757034,-0.082592,0.006953,0.005502,0.001994,0.004655,32.498001,-0.00119,-0.00043,0.000003,-0,-0,26.324965,-0.000801,-0.000011,0,0,-0,Cell
54,49.486206,-0.095891,-2.912496,-6.036054,103.121918,100.623558,43.470406,-0.069252,-0.005626,0.007613,0.001389,0.003337,34.426563,-0.004636,-0.00049,0.000002,-0,-0,26.657839,-0.000887,-0.000012,0,0,-0,Cell
68,55.194019,-0.25991,1.625697,6.675652,-126.944756,-142.023834,45.928989,-0.002003,-0.01448,0.006083,-0.000836,-0.007764,36.073925,-0.00831,-0.00051,-0.000001,-0,-0,26.965605,-0.000964,-0.000012,0,0,-0,Cell
62,55.265652,0.027896,2.691737,5.878469,-65.925781,-60.67186,47.196594,0.075005,-0.010564,0.001831,-0.00421,-0.011646,37.370941,-0.012256,-0.000487,-0.000004,0,0,27.233889,-0.001021,-0.000013,0,0,-0,Cell
48,52.070305,1.152805,-0.305718,-9.138702,95.973564,114.320221,47.64558,0.111963,-0.001158,-0.004178,-0.004283,-0.00294,38.271339,-0.016382,-0.000424,-0.000004,0.000001,0,27.450481,-0.001052,-0.000013,0,0,-0,Cell
48,51.321548,1.411355,-0.841013,-3.804157,-0.159539,125.030098,47.743698,0.084007,-0.001203,-0.009553,0.000551,0.005135,38.743225,-0.020326,-0.000325,-0.000001,0.000001,0,27.606756,-0.00105,-0.000013,0,0,-0,Cell
66,53.828438,1.542977,-1.67498,1.766042,17.83573,-167.041016,47.661427,-0.002838,-0.014601,-0.010642,0.005581,0.006875,38.764099,-0.023411,-0.000196,0.000006,0.000001,0,27.698248,-0.001013,-0.000012,0,0,-0,Cell
66,56.613327,1.103274,0.471391,2.004511,-44.84687,-15.688101,47.041767,-0.121936,-0.027122,-0.005435,0.005874,0.006642,38.322517,-0.024733,-0.000049,0.000015,0.000001,-0,27.724924,-0.000942,-0.000011,0,-0,-0,Cell
70,55.506435,-0.9128,-0.388352,1.565341,-27.944181,83.741158,45.229176,-0.231711,-0.02046,0.003442,0.001482,0.00459,37.422482,-0.023432,0.0001,0.000021,0,-0,27.690683,-0.000841,-0.00001,0,-0,-0,Cell
56,47.059849,-2.492098,-0.444983,2.836369,79.709206,-112.664406,41.80571,-0.282078,0.005741,0.009589,-0.004254,-0.002149,36.093578,-0.019004,0.00023,0.000022,-0.000001,-0,27.602594,-0.000718,-0.000008,0,-0,-0,Cell
49,39.093479,0.228902,-1.569014,6.61821,34.358555,-171.20459,37.174538,0.015937,0.008623,0.000481,-0.00365,0.000416,31.948683,-0.004171,-0.000319,-0.000005,-0.000001,-0,26.303909,-0.001084,-0.000009,0,0,-0,Cell
43,45.556606,0.490389,2.7492,-3.254694,17.039698,125.783569,39.781109,0.048201,-0.009344,-0.000263,-0.000339,0.000767,33.303322,-0.008823,-0.000387,-0.000006,-0,0,26.529366,-0.001161,-0.000009,0,0,-0,Cell
53,48.758465,0.12578,0.444096,4.38555,-116.813034,-7.984688,41.343575,0.07994,-0.016907,-0.000006,0.001595,-0.003672,34.349426,-0.013696,-0.000421,-0.000005,0,0,26.723576,-0.001216,-0.00001,0,0,-0,Cell
68,47.892639,0.395045,-3.28034,2.414424,132.938019,-97.111504,41.936207,0.076927,-0.013858,-0.001423,0.00064,-0.007291,35.040276,-0.018537,-0.000406,-0.000001,0.000001,0,26.874655,-0.001241,-0.00001,0,0,-0,Cell
44,45.756161,0.7349,0.72123,-4.69249,-48.577728,96.53801,41.854916,0.018859,-0.012172,-0.00526,0.001786,-0.000057,35.345165,-0.022852,-0.000333,0.000005,0.000002,0,26.974079,-0.001231,-0.000009,0,0,-0,Cell
54,45.105991,0.962535,-1.19029,-1.261373,46.724541,-26.226892,41.284706,-0.088496,-0.017352,-0.005946,0.006581,0.010696,35.246765,-0.025898,-0.000203,0.000012,0.000002,-0,27.017309,-0.001181,-0.000009,0,-0,-0,Cell
35,44.139729,0.148717,-1.248679,-2.710805,-29.771767,-0.489947,40.059212,-0.211186,-0.018332,0.001235,0.006221,0.006255,34.742863,-0.026813,-0.000035,0.000019,0.000001,-0,27.004038,-0.001093,-0.000008,0,-0,-0,Cell
41,39.853081,-2.160008,2.394225,3.369317,-10.534451,1.421073,37.826401,-0.294426,-0.002845,0.010254,-0.002997,-0.008256,33.848858,-0.024872,0.000142,0.000022,0,-0,26.93774,-0.000973,-0.000007,0,-0,-0,Cell
71,54.366234,0.101553,-4.08158,3.386667,198.374054,74.859558,44.597092,0.265789,-0.020946,0.002899,0.017569,0.001037,37.374294,0.039795,-0.000091,-0.000041,0.000001,0,29.035692,-0.000218,-0.000009,-0,0,0,Cell
65,51.076916,0.993282,-0.962145,-8.802444,-182.041763,219.893356,42.147129,0.30847,-0.042922,-0.002891,0.025704,0.001999,35.742348,0.043475,-0.000049,-0.000042,0,0,28.301958,-0.000093,-0.000009,-0,0,0,Cell
51,55.185116,1.505694,2.401483,-3.720102,50.164494,93.480957,52.518826,0.279143,0.037924,-0.000455,-0.022181,-0.017916,42.591846,0.021144,-0.000406,-0.000013,0.000002,-0,30.546669,-0.000493,-0.00001,-0,0,0,Cell
70,63.026253,-0.655932,1.420381,3.97859,-21.91922,-18.445185,55.447975,0.295454,0.019616,0.006162,-0.012689,-0.014531,42.329994,0.032301,-0.000448,-0.000028,0.000002,0,29.998446,-0.000384,-0.000012,-0,0,0,Cell
85,67.128036,-0.59347,-1.871926,1.141605,-48.167072,-13.50158,55.33643,0.267095,-0.017932,0.003994,0.008976,0.004173,41.334339,0.039475,-0.000423,-0.000036,0.000002,0,29.369261,-0.000263,-0.000012,-0,0,0,Cell
81,64.288124,1.100642,-2.360783,-5.295775,100.487366,-41.707691,51.941818,0.255231,-0.043004,-0.004176,0.019986,0.009394,39.593735,0.041768,-0.000341,-0.000037,0.000001,0,28.673548,-0.000142,-0.000012,-0,0,0,Cell
75,54.286629,0.646689,-1.22123,8.746448,-73.347076,-32.195568,45.790634,0.246602,-0.03851,-0.007148,0.013371,-0.000458,37.195427,0.039284,-0.000227,-0.000033,0,0,27.928612,-0.000028,-0.00001,-0,0,0,Cell
75,67.211594,1.97565,-3.518101,0.878548,77.15313,23.390272,57.725773,0.2596,-0.005909,-0.00564,0.003138,-0.001022,45.377007,0.009891,-0.000454,0.000002,0.000001,-0,31.1362,-0.000635,-0.000011,-0,0,0,Cell
