@relation TWS-3D-v3.3.1-grayscale

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Derivatives_1_1_1_8.0 numeric
@attribute Derivatives_2_2_2_8.0 numeric
@attribute Derivatives_3_3_3_8.0 numeric
@attribute Derivatives_4_4_4_8.0 numeric
@attribute Derivatives_5_5_5_8.0 numeric
@attribute class {Cell,Background,Garbage}

@data
14,15.727151,-0.442531,1.243053,-1.343484,47.698441,38.411064,16.726376,0.026115,0.008971,0.006021,-0.004705,-0.005989,17.477392,-0.000275,0.000182,-0.000003,-0.000001,0,18.770992,-0.000612,0.000001,-0,0,0,Background
15,15.455412,-0.734189,0.355316,0.721308,-33.441341,45.1754,16.606047,0.007789,0.012477,0.010753,-0.003997,-0.011072,17.367411,0.000786,0.000159,-0.000003,-0.000001,0,18.539555,-0.000535,-0,-0,0,-0,Background
19,15.826886,-0.150763,-0.420096,0.731221,-1.573173,-93.174263,16.67264,0.007354,0.012365,0.00427,-0.002007,-0.001555,17.285875,0.001417,0.000112,-0.000003,-0.000001,0,18.345655,-0.000432,-0.000001,-0,0,-0,Background
18,16.251814,0.448247,-0.346488,-2.152153,-3.035253,91.44101,16.860083,0.017768,0.007129,-0.003628,0.001154,0.008514,17.231588,0.001693,0.000049,-0.000002,-0.000001,0,18.186245,-0.000313,-0.000002,-0,-0,-0,Background
17,17.165972,0.476575,-0.5272,1.318022,5.241365,-19.927612,17.074392,0.024315,-0.002976,-0.004598,0.006003,0.003753,17.202023,0.001731,-0.00002,-0.000002,-0,0,18.058174,-0.000189,-0.000003,-0,-0,-0,Background
25,17.969126,-0.217642,-0.167642,4.6956,19.604652,-98.182915,17.255514,0.020187,-0.011397,-0.000987,0.008041,-0.008187,17.191706,0.001653,-0.000084,-0.000001,0,0,17.959492,-0.000071,-0.000004,-0,0,-0,Background
21,18.1294,-0.198884,-0.132539,-1.483872,-5.902478,58.962921,17.426403,0.009867,-0.011432,-0.000422,0.004597,-0.006086,17.194181,0.001556,-0.000136,-0,0.000001,0,17.890327,0.000034,-0.000005,0,0,-0,Background
19,17.746286,0.440169,-0.703092,-5.631283,-21.441332,85.467583,17.646582,0.00049,-0.004668,-0.003395,-0.000162,0.008506,17.20256,0.001491,-0.000169,0.000001,0.000001,0,17.852104,0.000123,-0.000006,0,0,-0,Background
22,17.777821,0.458787,-0.708753,1.224261,22.905655,-78.257996,17.930641,-0.004472,0.002557,-0.002844,-0.003568,0.01111,17.209366,0.001453,-0.000181,0.000002,0.000001,-0,17.846502,0.000191,-0.000006,0,0,-0,Background
11,18.435711,-0.454635,0.754247,1.271397,60.383705,-30.804554,18.19231,-0.004112,0.00732,0.002941,-0.006857,-0.003386,17.20723,0.001396,-0.000171,0.000003,0.000001,-0,17.87501,0.00024,-0.000007,0,0,-0,Background
7,19.007568,-0.617193,3.598574,-1.136268,-189.202332,88.057198,18.277407,-0.000069,0.009162,0.006777,-0.008107,-0.011865,17.189463,0.001248,-0.000143,0.000003,0.000001,-0,17.939077,0.000272,-0.000007,0,0,-0,Background
23,18.254486,0.072924,-0.748011,3.745948,138.197357,-73.688881,18.112713,0.001724,0.006067,0.004242,-0.003619,-0.002727,17.153469,0.00095,-0.000103,0.000003,0,-0,18.040136,0.00029,-0.000006,0,0,-0,Background
17,17.846207,0.311003,-2.322607,-2.984243,14.492918,14.001239,17.767735,-0.004463,-0.002173,-0.000721,0.00382,0.00768,17.101028,0.000478,-0.000061,0.000003,-0,-0,18.179436,0.000299,-0.000006,0,0,0,Background
27,18.085144,-0.084863,-0.162732,-1.719109,48.03347,65.084259,17.369492,-0.016632,-0.00951,-0.002658,0.006638,0.004364,17.036879,-0.000156,-0.000026,0.000002,-0.000001,-0,18.358074,0.000304,-0.000005,0,0,0,Background
8,17.631903,-0.545877,2.853631,5.368768,-172.904266,-117.86084,16.987066,-0.025963,-0.009702,-0.000431,0.003468,-0.004964,16.96937,-0.000888,-0.000007,0,-0.000001,-0,18.577051,0.000309,-0.000005,0,0,0,Background
28,17.214323,-0.526359,0.262544,0.485326,50.830208,50.527916,16.611307,-0.023761,-0.004446,0.002372,0.000944,-0.005406,16.912029,-0.00162,-0.000007,-0.000001,-0.000001,0,18.836929,0.000318,-0.000004,0,0,0,Background
22,16.839634,0.094187,-2.522002,-4.721756,23.366501,67.47113,16.244856,-0.007884,0.001138,0.001039,0.002066,0.002032,16.881836,-0.002236,-0.000025,-0.000002,-0.000001,0,19.137716,0.000334,-0.000002,-0,0,0,Background
33,15.878861,0.506048,-3.06474,-0.262606,132.789642,-65.957893,15.940628,0.013445,0.006134,-0.003796,0.001535,0.00526,16.897018,-0.002618,-0.000053,-0.000002,-0,0,19.478989,0.000357,-0.000001,-0,0,0,Background
16,17.870043,-0.639944,-0.288021,-3.96377,-68.488525,108.857613,17.997477,-0.040326,-0.005574,0.012102,0.00622,-0.007751,18.506405,-0.009367,-0.000097,-0.000005,0,-0,20.546925,0.000142,0.000007,0,0,0,Background
31,17.692642,-0.379997,-3.365784,3.9594,111.229469,-177.057846,17.638514,-0.003141,-0.00685,0.001594,-0.000169,-0.002666,18.205851,-0.007828,-0.000031,-0.000005,0,-0,20.085499,-0.000111,0.000006,0,0,0,Background
19,17.659599,0.535981,-0.026009,2.159722,44.455288,74.765663,17.334799,0.037717,-0.007861,-0.012388,-0.002563,0.008284,17.942097,-0.005894,0.000034,-0.000005,-0,0,19.673679,-0.000293,0.000005,-0,0,0,Background
9,17.422054,1.589812,3.7166,-1.468154,-202.766113,0.628557,17.038506,0.058963,-0.005552,-0.01713,-0.000549,0.016462,17.717295,-0.003889,0.00009,-0.000004,-0,0,19.307865,-0.000409,0.000004,-0,0,0,Background
17,16.063681,1.217576,-0.065571,-4.92036,57.304054,45.371975,16.751951,0.049436,0.001838,-0.007711,-0.000586,0.00578,17.532129,-0.002076,0.000126,-0.000003,-0.000001,0,18.98628,-0.000464,0.000003,-0,0,0,Background
19,14.675335,-0.483084,-2.285521,2.549138,132.939056,-42.046944,16.553579,0.019269,0.009241,0.005488,-0.00471,-0.013219,17.385162,-0.000626,0.000137,-0.000001,-0.000001,0,18.708286,-0.000467,0.000001,-0,0,0,Background
15,14.887853,-1.000448,0.939141,5.850841,-49.502991,-81.092712,16.521015,-0.01024,0.010207,0.009173,-0.00671,-0.013177,17.27248,0.000388,0.000123,-0,-0.000001,-0,18.472996,-0.00043,0,-0,0,0,Background
12,15.595916,-0.113642,2.242689,-6.375204,-90.679222,163.983444,16.639071,-0.025136,0.004763,0.003823,-0.001808,0.003338,17.190701,0.000986,0.000087,0.000001,-0.000001,-0,18.2782,-0.000361,-0.000001,-0,0,-0,Background
13,16.045546,0.180924,-0.972149,1.074854,50.708965,-105.195427,16.807173,-0.025493,-0.001947,-0.000134,0.00609,0.008674,17.137568,0.001245,0.000039,0.000001,-0,-0,18.120665,-0.000274,-0.000002,-0,0,-0,Background
23,16.587988,-0.009084,-2.506427,3.385966,34.092548,-29.034164,16.949581,-0.016883,-0.005514,0.001151,0.008681,-0.001036,17.109722,0.001278,-0.000014,0.000001,0,-0,17.996979,-0.000179,-0.000003,-0,0,-0,Background
16,16.930592,0.049547,0.617869,-5.381034,-21.448006,108.592606,17.055475,-0.002397,-0.004586,0.001411,0.003607,-0.003221,17.101082,0.001195,-0.000065,0.000001,0,0,17.904949,-0.000084,-0.000004,0,0,-0,Background
16,16.916519,0.244119,1.370346,-2.132656,-53.677902,-61.13969,17.18556,0.013599,-0.001397,-0.003174,-0.002259,0.0068,17.105043,0.001077,-0.000109,0,0.000001,0,17.844557,0.000005,-0.000005,0,0,-0,Background
18,16.584829,0.185997,-1.725146,1.427264,57.773621,32.524574,17.407864,0.021051,0.000139,-0.00609,-0.002702,0.007591,17.114798,0.000972,-0.000142,-0,0.000001,0,17.817268,0.000081,-0.000005,0,0,-0,Background
19,16.593979,-0.635874,-0.747533,7.384986,44.421375,-65.516914,17.729267,0.013485,-0.001291,-0.000662,-0.000114,-0.007786,17.122822,0.000884,-0.00016,0,0.000001,0,17.824877,0.000145,-0.000006,0,0,-0,Background
8,17.559278,-1.247037,1.833685,3.085566,-108.461143,-45.344025,18.054384,-0.000865,-0.002657,0.007382,-0.000029,-0.017012,17.121719,0.000793,-0.00016,0.000001,0.000001,0,17.869036,0.000194,-0.000006,0,0,-0,Background
22,18.688341,0.031285,0.394614,-10.367325,83.462341,162.738007,18.205978,-0.007609,-0.000873,0.007173,-0.002688,-0.00499,17.105057,0.000656,-0.000144,0.000002,0,-0,17.951357,0.000231,-0.000006,0,0,-0,Background
16,17.766092,0.784243,0.761525,-1.51106,-9.211282,-22.984039,18.075607,-0.004492,0.002594,-0.001041,-0.003174,0.013489,17.071012,0.000439,-0.000116,0.000003,-0,-0,18.073423,0.00026,-0.000006,0,0,-0,Background
6,16.601095,0.481363,0.560122,5.523508,-108.112633,-116.617638,17.710835,-0.002113,0.004112,-0.006949,-0.000267,0.016587,17.022547,0.000128,-0.000084,0.000003,-0.000001,-0,18.236614,0.000283,-0.000005,0,0,-0,Background
22,16.236437,0.015976,-2.910907,0.776428,134.376816,5.276365,17.258425,-0.007888,0.003537,-0.004499,0.000369,0.002315,16.966282,-0.000276,-0.000057,0.000002,-0.000001,-0,18.442099,0.000306,-0.000004,0,0,0,Background
13,15.593865,-0.364015,1.214581,-2.42355,18.850168,108.37056,16.833473,-0.016437,0.002814,0.002321,-0.002018,-0.012182,16.913492,-0.000725,-0.000044,0.000001,-0.000001,-0,18.690844,0.000332,-0.000003,0,0,0,Background
11,15.581197,-0.233155,2.641321,0.477614,-134.696625,-9.933754,16.465626,-0.015706,0.001685,0.005611,0.00027,-0.012524,16.881687,-0.001139,-0.000048,-0.000001,-0.000001,0,18.983349,0.000363,-0.000003,0,0,0,Background
15,15.546581,0.146938,-1.227229,4.164165,56.351177,-133.20929,16.160234,-0.000691,0.000125,0.001961,0.007278,-0.001354,16.892269,-0.001406,-0.000065,-0.000002,-0,0,19.319389,0.000401,-0.000002,-0,0,0,Background
17,14.943723,0.951548,-3.220081,-5.398084,41.535069,123.094742,15.947343,0.019567,0.000726,-0.003983,0.00789,0.00889,16.967955,-0.001398,-0.000086,-0.000001,0,0,19.698101,0.000446,-0,-0,0,0,Background
14,17.550875,-0.566249,0.918902,-1.174682,-75.675499,18.687225,17.992386,-0.002296,-0.002198,0.001904,0.000829,-0.003895,18.535196,-0.00868,-0.000104,-0.000009,-0,-0,20.567341,0.000496,0.000009,0,0,0,Background
17,17.535313,0.224207,0.523222,-0.729473,-3.260162,75.110985,17.584654,0.015674,-0.004741,-0.004229,-0.002723,0.004496,18.203846,-0.007335,-0.000066,-0.000008,-0,0,20.09317,0.000212,0.000008,0,0,0,Background
15,17.489525,0.785179,0.008395,2.150451,3.667667,-82.172623,17.236807,0.030549,-0.008476,-0.008399,-0.001564,0.011794,17.915617,-0.005612,-0.000021,-0.000006,-0,0,19.670105,-0.000005,0.000007,0,0,0,Background
17,17.007338,1.107817,0.36934,-4.58038,69.740929,8.094001,16.922794,0.034148,-0.006927,-0.006284,0.001645,0.007723,17.6723,-0.003819,0.000022,-0.000004,-0.000001,0,19.294672,-0.000157,0.000005,-0,0,0,Background
15,15.635427,0.332079,-0.201766,-1.866388,-48.074535,47.493656,16.664099,0.022522,0.00094,-0.000177,0.002651,-0.006779,17.473604,-0.002201,0.000054,-0.000002,-0.000001,0,18.965364,-0.00025,0.000004,-0,0,0,Background
5,14.593738,-0.659717,0.071628,5.274494,-50.077393,-17.40395,16.534616,-0.00043,0.007269,0.003324,-0.000005,-0.013808,17.316967,-0.000914,0.000069,0.000001,-0.000001,0,18.681799,-0.000293,0.000002,-0,0,0,Background
20,15.356148,-0.471272,-0.784272,3.001985,40.536163,-59.390041,16.571325,-0.025865,0.004848,0.001612,-0.002355,-0.001951,17.197027,-0.000018,0.000066,0.000003,-0,-0,18.443254,-0.000293,0.000001,-0,0,0,Background
13,16.16433,0.201755,0.138385,-4.389945,20.450108,70.685066,16.705059,-0.045895,-0.002976,-0.000248,-0.000536,0.010659,17.109173,0.000511,0.000049,0.000004,0,-0,18.247587,-0.000262,-0,-0,0,-0,Background
9,16.261616,-0.029241,0.817137,-3.457867,-5.552163,8.830891,16.811142,-0.054757,-0.006247,0.002409,0.002312,0.004884,17.050493,0.000749,0.000024,0.000005,0,-0,18.091488,-0.000209,-0.000002,-0,0,-0,Background
11,16.276157,-0.778853,0.240036,5.391953,-3.53877,-94.680054,16.83882,-0.046271,-0.00068,0.005654,0.00087,-0.005181,17.017237,0.000792,-0.000004,0.000004,0,-0,17.971405,-0.000145,-0.000003,-0,0,-0,Background
24,16.593588,-0.465584,-0.76686,-1.032292,-31.253609,83.578758,16.831715,-0.017655,0.00777,0.003137,-0.003475,-0.000319,17.003218,0.000727,-0.000034,0.000003,0,-0,17.884975,-0.000075,-0.000003,0,0,-0,Background
21,16.874556,0.287005,-0.632318,-3.767292,29.179331,17.237385,16.88903,0.020191,0.009992,-0.00292,-0.005025,0.007209,17.002188,0.000615,-0.000064,0.000001,0,0,17.832155,-0.000008,-0.000004,0,0,-0,Background
13,16.867882,0.188723,0.712711,2.496744,14.488932,-76.751633,17.080309,0.043989,0.00304,-0.004501,-0.001781,-0.000664,17.007898,0.000491,-0.000092,-0.000001,0,0,17.814537,0.000054,-0.000005,0,0,-0,Background
17,17.126116,-0.519305,0.6768,1.42646,-16.938316,32.238472,17.395466,0.038694,-0.008123,0.000029,0.00387,-0.012646,17.013247,0.000365,-0.000115,-0.000002,0,0,17.834143,0.000108,-0.000005,0,0,-0,Background
11,18.029694,-0.603759,-0.633221,-0.292486,-31.764605,81.455338,17.731941,0.014046,-0.015445,0.003741,0.007519,-0.008983,17.011284,0.000237,-0.000129,-0.000002,0,0,17.892834,0.000155,-0.000005,0,0,-0,Background
22,18.805248,0.137807,-2.559821,2.849873,68.566559,-124.175224,17.912577,-0.006696,-0.013565,0.00145,0.00499,0.005569,16.996374,0.000097,-0.00013,-0.000001,0,0,17.992479,0.000194,-0.000005,0,0,-0,Background
16,17.581848,0.307543,1.342669,0.804149,-74.939613,-33.286896,17.819273,-0.011542,-0.00367,-0.00374,-0.001675,0.012712,16.967972,-0.000065,-0.000121,0.000001,-0,-0,18.134878,0.00023,-0.000004,0,0,-0,Background
7,15.727857,0.699789,2.259979,-6.41235,57.059669,145.000595,17.480524,-0.007338,0.007464,-0.005434,-0.005427,0.007045,16.930595,-0.000248,-0.000106,0.000001,-0.000001,-0,18.321564,0.000266,-0.000004,0,0,-0,Background
10,14.805426,0.583096,-0.049684,-1.988336,-51.320473,-27.793678,17.041559,-0.006094,0.01351,-0.001568,-0.004448,-0.002293,16.893044,-0.00045,-0.000093,0.000001,-0.000001,-0,18.55377,0.000304,-0.000003,0,0,-0,Background
7,14.689769,-0.168088,-1.644797,3.112244,30.622509,-33.485802,16.636356,-0.009476,0.012832,0.003858,-0.00212,-0.006573,16.869795,-0.000635,-0.000089,0,-0.000001,-0,18.832472,0.000348,-0.000002,0,0,-0,Background
18,15.086346,-0.316038,-0.416139,-0.982589,79.803261,-34.905796,16.318405,-0.008681,0.007767,0.005226,0.000428,-0.006083,16.882761,-0.000728,-0.000095,-0,-0.000001,-0,19.158037,0.000398,-0.000001,0,0,-0,Background
5,14.671287,-0.481532,1.833399,3.79152,-105.480553,54.701199,16.099527,0.001658,0.001992,0.001355,0.002996,-0.002132,16.958372,-0.000622,-0.000105,-0,-0,0,19.529989,0.000456,-0.000001,-0,0,-0,Background
9,14.292273,0.259799,0.958176,2.495057,-52.575661,-57.521431,15.99899,0.014921,-0.001935,-0.002898,0.003403,0.004955,17.124514,-0.000182,-0.00011,0.000001,0,0,19.946987,0.000521,0,-0,0,-0,Background
20,18.283693,0.822024,0.905504,-3.784554,-30.81851,60.723312,17.736238,0.032384,-0.004611,-0.007117,0.000402,0.007683,18.220188,-0.006071,-0.000102,-0.00001,-0,0,20.132198,0.000536,0.00001,0,0,0,Background
17,18.00145,0.564149,0.259114,-2.939514,-38.113636,-21.34934,17.325302,0.014078,-0.006696,0.001307,0.003431,0.002624,17.912516,-0.004725,-0.000082,-0.000008,-0.000001,0,19.701948,0.000293,0.000009,0,0,0,Background
17,17.342066,-0.484764,-1.361169,-1.501788,40.917072,83.787064,16.993877,-0.001505,-0.00254,0.008532,0.001855,-0.010898,17.653456,-0.003314,-0.000055,-0.000004,-0.000001,0,19.320175,0.00011,0.000007,0,0,0,Background
24,16.104918,-1.06953,-0.441127,5.897706,50.443707,-105.25737,16.769363,-0.010594,0.005042,0.007189,-0.000193,-0.013548,17.441717,-0.002041,-0.000029,-0.000001,-0.000001,0,18.98562,-0.000018,0.000005,-0,0,0,Background
10,15.51722,-0.238695,2.025939,2.344548,-115.15638,-18.773499,16.693275,-0.018092,0.007558,-0.001036,0.001156,0.001326,17.273808,-0.001033,-0.00001,0.000002,-0,0,18.698153,-0.000098,0.000004,-0,0,0,Background
26,16.616756,0.578182,-1.266169,-8.605672,63.488831,210.814835,16.749208,-0.030217,0.000955,-0.006398,0.004136,0.01387,17.143314,-0.000334,0.000002,0.000005,0,-0,18.457283,-0.000136,0.000002,-0,0,0,Background
22,17.665764,0.235716,-2.006562,6.125799,30.299553,-295.699066,16.832537,-0.046947,-0.007827,-0.00295,0.003795,0.00738,17.044798,0.000084,0.000008,0.000007,0.000001,-0,18.261002,-0.000142,0.000001,-0,0,0,Background
20,17.590576,-0.460554,1.107739,-1.345293,-30.014738,153.185745,16.822226,-0.059312,-0.007709,0.00465,-0.001848,-0.006663,16.975098,0.000284,0.000011,0.000008,0.000001,-0,18.106018,-0.000126,-0.000001,-0,0,-0,Background
15,16.549175,-0.840127,1.489926,-4.731906,-43.07954,114.050476,16.70458,-0.053105,0.003279,0.0073,-0.008071,-0.006877,16.930429,0.00034,0.000011,0.000007,0.000001,-0,17.988739,-0.000094,-0.000002,-0,0,-0,Background
20,16.118494,-0.358563,-0.839736,6.592577,71.171883,-232.898239,16.572611,-0.020917,0.014804,0.003093,-0.00842,0.00316,16.904905,0.000306,0.000006,0.000004,0,-0,17.906755,-0.000053,-0.000003,0,0,-0,Background
20,16.576706,0.249097,0.251216,-0.562457,19.53997,125.894402,16.550722,0.025085,0.015455,-0.001265,-0.003339,0.002226,16.893078,0.000216,-0.000008,0.000002,-0,0,17.860085,-0.000009,-0.000003,0,0,-0,Background
20,17.344826,0.236187,1.465299,0.04186,-103.543083,-36.507767,16.698563,0.057645,0.004045,-0.001834,0.001689,-0.007827,16.889669,0.000085,-0.00003,-0.000001,-0,0,17.85054,0.000035,-0.000004,0,0,-0,Background
25,17.973465,0.350218,0.190235,-2.914655,5.94468,64.849594,16.983051,0.057354,-0.011177,-0.002341,0.004875,-0.004856,16.888454,-0.000074,-0.000058,-0.000003,-0,0,17.880453,0.000077,-0.000004,0,0,-0,Background
25,18.413101,0.718091,-2.125415,-1.905804,71.506256,-44.496937,17.296959,0.0296,-0.020723,-0.004754,0.007224,0.009859,16.88345,-0.000244,-0.000085,-0.000004,-0,0,17.952003,0.000117,-0.000004,0,0,-0,Background
21,18.813629,0.355208,-1.724969,2.72262,-0.507026,-53.220989,17.480814,-0.002562,-0.019399,-0.004925,0.006602,0.012469,16.87044,-0.000406,-0.000107,-0.000003,-0,0,18.067375,0.000156,-0.000003,0,0,-0,Background
24,18.280033,-0.572247,-0.86232,-1.051865,16.092617,125.569794,17.427601,-0.019224,-0.008139,-0.001163,0.001373,-0.001456,16.850769,-0.000541,-0.000119,-0.000002,-0,-0,18.228628,0.000197,-0.000003,0,0,-0,Background
11,16.595718,-0.447855,2.066413,2.452794,-45.588478,-97.747963,17.152706,-0.017606,0.006202,0.002448,-0.003828,-0.011481,16.830971,-0.000631,-0.000125,-0.000001,-0,-0,18.437496,0.000242,-0.000002,0,0,-0,Background
7,15.233953,0.103713,2.593318,1.402144,-32.934135,13.588348,16.785177,-0.009459,0.014957,0.003335,-0.003679,-0.005795,16.82239,-0.000663,-0.000129,-0,-0,-0,18.695307,0.000292,-0.000002,0,0,-0,Background
23,15.581394,0.00853,-1.090744,-0.883949,32.04174,-33.991325,16.455248,-0.005309,0.014577,0.002913,-0.000798,0.004091,16.843067,-0.000602,-0.000133,0,-0,-0,19.003008,0.000351,-0.000001,0,0,-0,Background
24,16.226225,-0.235602,-1.822105,-3.093408,-20.376635,75.283752,16.223074,-0.004296,0.00896,0.00209,-0.001514,0.004671,16.919754,-0.000376,-0.000138,0.000001,-0,-0,19.360868,0.000417,-0,0,0,-0,Background
21,15.431786,-0.34493,-0.320537,-1.413697,79.135292,9.456974,16.105682,-0.001319,0.003209,0.000451,-0.004685,0.000421,17.084541,0.000124,-0.000135,0.000002,0,0,19.768122,0.000492,0,0,0,-0,Background
5,14.785936,-0.015595,2.031674,3.159817,-35.089607,-48.984772,16.122339,0.003197,-0.00234,-0.001157,-0.003229,0.000215,17.370922,0.001023,-0.000115,0.000004,0.000001,0,20.222923,0.000573,0.000001,-0,-0,-0,Background
20,18.662952,0.452055,-0.094965,0.692577,-28.688587,-62.713081,17.967909,0.032717,-0.00357,-0.003221,0.005457,0.004286,18.244339,-0.004082,-0.00013,-0.00001,-0,0,20.208431,0.000849,0.000012,0,0,-0,Background
20,17.617691,-0.313195,0.320339,-4.229667,-10.637514,120.943077,17.511211,-0.00407,0.000403,0.009482,0.005299,-0.011579,17.924231,-0.003243,-0.000137,-0.000008,-0.000001,-0,19.775616,0.000587,0.00001,0,0,0,Background
22,17.150421,-1.286324,-0.844195,8.96498,10.861645,-149.60112,17.185146,-0.024833,0.00648,0.014075,-0.000903,-0.019954,17.653997,-0.002353,-0.000127,-0.000005,-0.000001,-0,19.391253,0.000379,0.000009,0,0,0,Background
13,16.578655,-0.520889,-0.357194,1.669351,-15.425451,78.549553,17.006359,-0.025266,0.009919,0.00576,-0.004083,-0.003657,17.431465,-0.001552,-0.000107,-0.000001,-0.000001,-0,19.054306,0.000221,0.000007,0,0,0,Background
18,16.413889,1.071152,0.501062,-6.377386,56.798424,26.186493,16.960901,-0.018955,0.00729,-0.006231,-0.00039,0.018724,17.252533,-0.000924,-0.000083,0.000003,-0,0,18.764931,0.000108,0.000005,0,0,0,Background
17,17.062866,0.645574,0.433488,-2.43603,-74.998497,-110.471207,16.976713,-0.020619,-0.000647,-0.008717,0.005152,0.015551,17.110174,-0.000492,-0.000055,0.000006,0,-0,18.522884,0.000032,0.000004,-0,0,0,Background
16,17.754013,-0.488766,-0.566964,-1.019208,64.388229,184.035126,16.942261,-0.032775,-0.008105,-0.001055,0.005043,-0.006287,16.99859,-0.000226,-0.000026,0.000008,0.000001,-0,18.32634,-0.000012,0.000002,-0,0,0,Background
17,17.637762,-1.02534,0.593689,7.525308,-50.609837,-178.972275,16.776184,-0.045269,-0.007972,0.006132,-0.001319,-0.015123,16.91469,-0.000082,0.000004,0.000009,0.000001,-0,18.172142,-0.000032,0.000001,-0,0,0,Background
9,16.11718,-0.776397,0.675261,-0.490267,-0.035176,52.735538,16.514662,-0.043018,0.000937,0.005774,-0.00683,-0.003803,16.854895,-0.000017,0.000031,0.000008,0.000001,-0,18.056751,-0.000034,-0,-0,0,0,Background
21,14.992874,0.262562,-0.104482,-4.818334,48.128414,111.200806,16.282312,-0.01786,0.010905,0.001453,-0.005818,0.006547,16.813881,-0.000017,0.000047,0.000006,-0,-0,17.977829,-0.000025,-0.000001,-0,0,-0,Background
10,15.041551,0.472406,-0.245962,2.483861,-63.881939,-160.698822,16.20023,0.021299,0.012567,-0.00034,-0.000886,0.001681,16.787315,-0.000083,0.000048,0.000003,-0.000001,-0,17.935549,-0.000007,-0.000002,0,0,-0,Background
20,16.023829,0.288572,-0.708359,2.147075,67.566566,97.312752,16.304613,0.051946,0.004129,-0.000548,0.002011,-0.005512,16.771164,-0.000219,0.000031,-0.000001,-0.000001,0,17.932049,0.000017,-0.000002,0,0,-0,Background
14,17.00054,0.800235,0.757014,0.546314,-33.184433,-69.476318,16.543737,0.055475,-0.007864,-0.004108,0.001737,0.001899,16.760445,-0.000417,-0.000001,-0.000003,-0.000001,0,17.970036,0.000044,-0.000002,0,0,-0,Background
15,17.347956,1.313706,0.945705,-4.106836,23.605873,26.103565,16.816454,0.031685,-0.015507,-0.008329,0.001698,0.01346,16.750626,-0.000641,-0.00004,-0.000005,-0.000001,0,18.052094,0.000075,-0.000002,0,0,-0,Background
14,17.961819,0.686965,0.684294,-4.244472,-85.141129,66.622757,16.992044,-0.001934,-0.014943,-0.005512,0.00345,0.007443,16.739597,-0.000845,-0.00008,-0.000005,-0,0,18.180782,0.000111,-0.000002,0,0,-0,Background
32,18.484602,-0.791481,-2.626418,0.219354,70.79348,-42.409489,16.982399,-0.023096,-0.006843,0.002903,0.003711,-0.010633,16.731215,-0.000981,-0.000113,-0.000004,-0,0,18.358496,0.000154,-0.000002,0,0,-0,Background
25,17.174292,-1.323399,-1.570947,6.986931,15.329563,-26.6047,16.792652,-0.021512,0.00425,0.007111,0.000551,-0.015328,16.73455,-0.001007,-0.000139,-0.000003,0,-0,18.587208,0.000204,-0.000001,0,0,-0,Background
9,15.47968,-0.218118,1.249363,2.463505,-13.679964,-16.889521,16.528233,-0.006845,0.011182,0.003922,-0.001827,-0.002051,16.763912,-0.000892,-0.000157,-0.000002,0,-0,18.86834,0.000264,-0,0,0,-0,Background
15,15.815863,0.420115,0.555234,-6.260282,-19.878401,84.157623,16.30209,0.003394,0.010051,-0.000402,-0.001439,0.008906,16.841362,-0.000596,-0.000167,-0.000001,0,-0,19.20286,0.000333,0,0,0,-0,Background
19,16.690809,-0.123401,-0.166869,3.049298,18.748461,-84.012619,16.16786,0.001869,0.004719,-0.000988,-0.002699,0.00691,16.998962,-0.000044,-0.000166,0.000002,0,-0,19.590918,0.000413,0.000001,0,0,-0,Background
12,16.454191,-0.098154,0.902216,-0.172189,-26.270115,9.176965,16.145277,-0.006288,0.000645,0.000823,-0.005717,0.000046,17.274958,0.000865,-0.000145,0.000004,0.000001,0,20.031425,0.0005,0.000001,0,-0,-0,Background
10,16.076973,-0.833228,0.068598,2.122703,29.650883,-24.745485,17.679167,-0.016415,0.008684,0.010351,-0.000366,-0.011639,17.93902,-0.001311,-0.000176,-0.000007,-0.000001,-0,19.89871,0.00087,0.000012,0,0,-0,Background
15,16.20425,-0.360247,-0.415498,0.748204,-49.95092,50.575092,17.389297,-0.026555,0.012049,0.007883,-0.002659,-0.005707,17.663717,-0.001034,-0.000182,-0.000005,-0.000001,-0,19.515797,0.000642,0.00001,0,0,0,Background
22,16.985544,0.757346,-0.404968,-0.448188,48.138496,-50.988728,17.262312,-0.016387,0.008151,-0.001349,-0.000978,0.010511,17.434355,-0.00079,-0.000167,-0.000001,-0,-0,19.17956,0.000458,0.000009,0,0,0,Background
